gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2562909,wikilingua_crosslingual-train-2562909,en,fr,"It is best to use lubricant specifically intended for skateboard bearings. You should only need two or three drops of lubricant in each bearing. After applying the lubricant, spin the bearing to distribute throughout the bearing. Do not use: Cooking oil, motor oil, or anything that might gunk up the bearings or create stickiness. WD-40 is also not recommended, as it lasts a short time, junks up the bearings, and can dry bearings out, counteracting the lubricant.",Appliquez du lubrifiant.,['Appliquez du lubrifiant.']
wikilingua_crosslingual-train-2562943,wikilingua_crosslingual-train-2562943,en,fr,"There are a lot of sites you can download a skin from. There are many users who make customized skins and share it in the Internet. To make sure that what you download is clean and not a virus, you can get the skin straight from the VLC website.  Save your downloaded skin in a location that’s easy to access, such as the desktop. Custom VLC skins have a file extension VLT (.vlt), so it’s easy to tell if the file you downloaded is compatible.",Cherchez sur Internet les thèmes disponibles. Téléchargez des thèmes directement à partir du site web de VLC.,['Cherchez sur Internet les thèmes disponibles. Téléchargez des thèmes directement à partir du site web de VLC.']
wikilingua_crosslingual-train-2562968,wikilingua_crosslingual-train-2562968,fr,en,"Si vous la trouvez trop grande ou trop petite, vous pouvez apporter les modifications nécessaires à la longueur ou la taille. Il est facile de réduire la taille d’une jupe, mais plus difficile de l’agrandir. Si elle est trop serrée, défaites les coutures à l’aide d’un découseur et refaites-les plus près des bords du tissu .",Flip your skirt right-side up.,['Flip your skirt right-side up.']
wikilingua_crosslingual-train-2562969,wikilingua_crosslingual-train-2562969,en,fr,"After you are finished, feel free to go back and make adjustments to the length or size if you feel the skirt is too small or too big. It is easy to take a skirt in, but letting a skirt out can be tricky. If you need more room, use a seam ripper to undo your seam lines, and sew closer to the edge.",Mettez la jupe à l’endroit.,['Mettez la jupe à l’endroit.']
wikilingua_crosslingual-train-2563059,wikilingua_crosslingual-train-2563059,en,fr,"Take baking soda, coffee grounds, or kitty litter product and sprinkle it directly inside your dress shoes. Allow the product to sit in your dress shoes whenever you're not wearing them to keep odors at bay. Simply shake out your dress shoes to remove the product. Another, neater method of odor removal is to put the product in a sachet and to place the sachet in your shoe. You can create your own sachet using a pair of pantyhose: put the product inside and tie or rubber band it closed.",Désodorisez vos chaussures.,['Désodorisez vos chaussures.']
wikilingua_crosslingual-train-2563084,wikilingua_crosslingual-train-2563084,fr,en,"Désossez la viande si cela n'a pas déjà été fait. Vous pouvez aussi fabriquer des saucisses italiennes à partir de bœuf et de porc. Remplacez 1 kg d'épaule de porc par du bœuf haché pour adapter la recette. Demandez si les boyaux doivent être mis à tremper à l'avance ou non. Si les boyaux à saucisse doivent être mis à tremper, placez-les dans un bol de jus d'orange et de sel pendant une heure. Ils doivent être encore humides avant leur utilisation.",Buy 5 lbs. Buy sausage casings.,['Buy 5 lbs. Buy sausage casings.']
wikilingua_crosslingual-train-2563085,wikilingua_crosslingual-train-2563085,en,fr,"(2.2kg) of pork shoulder. Cut it away from the bone if it is not cut already. You can also make Italian sausage that is part beef and part pork. Replace 2 lbs. (0.9kg) of pork shoulder with ground beef to adjust the recipe. Ask whether the casings should be soaked beforehand or not. If the sausage casings require soaking, place them in a bowl of orange juice and salt for 1 hour. Keep them moistened before using them.",Achetez 2 kg d'épaule de porc. Achetez des boyaux à saucisse.,"[""Achetez 2 kg d'épaule de porc. Achetez des boyaux à saucisse.""]"
wikilingua_crosslingual-train-2563217,wikilingua_crosslingual-train-2563217,en,fr,"Click the Safari app icon, which resembles a blue compass, in your Mac's Dock. It's in the top-left corner of the screen. A drop-down menu will appear. Doing so will open Safari's version of incognito mode in which you can browse without Safari remembering your visited sites or downloads. Safari's Private Window has a darker color scheme than a standard browsing window. You can press ⌘ Command+⇧ Shift+N while Safari is open to bring up a new private window.",Ouvrez Safari. Cliquez sur Fichier. Sélectionnez Nouvelle fenêtre privée. Utilisez le raccourci clavier.,['Ouvrez Safari. Cliquez sur Fichier. Sélectionnez Nouvelle fenêtre privée. Utilisez le raccourci clavier.']
wikilingua_crosslingual-train-2563318,wikilingua_crosslingual-train-2563318,fr,en,"Vous pouvez découper votre coriandre de façon plus ou moins fine. Comme cette plante est tendre, il n'est pas obligatoire de la couper finement. Cependant, plus vous incorporerez la coriandre tard dans le processus de cuisson, plus elle doit être hachée menu. Dans le cas où vous l'employiez comme décoration, cela n'a pas vraiment d'importance.",Decide how finely chopped you want your cilantro.,['Decide how finely chopped you want your cilantro.']
wikilingua_crosslingual-train-2563319,wikilingua_crosslingual-train-2563319,en,fr,"Cilantro is tender, so it isn't usually necessary for it to be very finely chopped. The later in the cooking process you intend on adding the cilantro, the more finely it should be chopped. If you are using your cilantro as a garnish, chop it just enough so that it can be easily sprinkled over your food.",Hachez la coriandre.,['Hachez la coriandre.']
wikilingua_crosslingual-train-2563395,wikilingua_crosslingual-train-2563395,en,fr,"Spray flies with the solution.  The soap will suffocate the flies without being harmful to the plants and animals on your property. Mix in gallon jug. Pour into garden sprayer and spray on grass and shrubs. This solution is harmless to plants but repels horseflies, as well as other biting insects.","Mélangez une tasse de liquide vaisselle à 3,5 l d'eau. Essayez un autre mélange.","[""Mélangez une tasse de liquide vaisselle à 3,5 l d'eau. Essayez un autre mélange.""]"
wikilingua_crosslingual-train-2563408,wikilingua_crosslingual-train-2563408,fr,en,Il est impératif que la solution puisse infiltrer le cuir pour permettre d'éliminer toutes les saletés ou taches qui s'y sont intégrées .,Let the solution sit for five minutes.,['Let the solution sit for five minutes.']
wikilingua_crosslingual-train-2563409,wikilingua_crosslingual-train-2563409,en,fr,The solution should soak into the leather and help bring up any stains or dirt that is embedded in the material.,Laissez reposer pendant 5 minutes.,['Laissez reposer pendant 5 minutes.']
wikilingua_crosslingual-train-2563432,wikilingua_crosslingual-train-2563432,fr,en,"Vous ne devez pas continuer à limer lorsque vous arrivez à votre ongle naturel, car cela pourrait l’abimer. Voici les signes montrant que vous arrivez à la surface de vos ongles naturels.  Il y a beaucoup moins de poussière lors du limage. Les stries naturelles de l’ongle deviennent visibles.",Look for signs that you are close to the natural nail.,['Look for signs that you are close to the natural nail.']
wikilingua_crosslingual-train-2563433,wikilingua_crosslingual-train-2563433,en,fr,"You don't want to keep filing once you get down to the natural nail, since you could damage it. Signs that you're close to the natural nail include the following:  A big reduction in dust that is produced from filing the gel. Visibility of the natural ridges in your nails.",Soyez attentif lorsque vous approchez de la surface de votre ongle naturel.,['Soyez attentif lorsque vous approchez de la surface de votre ongle naturel.']
wikilingua_crosslingual-train-2563434,wikilingua_crosslingual-train-2563434,fr,en,"Les chapeaux cloche se présentent avec ou sans bordure. Nommé aussi « un gavroche » ces chapeaux très tendance sont superbes avec une tenue décontractée ou professionnelle. Les bordures de ces chapeaux se terminent en rubans qui flottent au vent et sont parfaits aux heures les plus ensoleillées de la journée. Si vous voulez porter ce type de chapeau en hiver, choisissez sa version en feutre.",Wear a cloche hat. Try out a newsboy hat. Put on a giant sun hat.,['Wear a cloche hat. Try out a newsboy hat. Put on a giant sun hat.']
wikilingua_crosslingual-train-2563435,wikilingua_crosslingual-train-2563435,en,fr,"Cloche hats, or ""flapper hats,"" are made either with or without brims. Also called ""paperboy hats,"" these hipster hats look great with both casual and professional wear. These hats have floppy brims are are great to wear during the daylight hours. If you're wearing this type of hat in winter, choose a sun hat made of felt.",Portez un chapeau cloche. Essayez une casquette à visière. Portez un chapeau de soleil surdimensionné.,['Portez un chapeau cloche. Essayez une casquette à visière. Portez un chapeau de soleil surdimensionné.']
wikilingua_crosslingual-train-2563458,wikilingua_crosslingual-train-2563458,fr,en,"Si besoin, entrez votre nom d’utilisateur et votre mot de passe et cliquez sur Connexion.  Cette touche se trouve dans le coin inférieur droit de la fenêtre. Une fois votre publication en ligne, elle sera visible de tous, qu’ils soient ou non vos amis sur Facebook.",Open Facebook in your browser. Click What's on your mind?. Click Friends. Click Public.,"[""Open Facebook in your browser. Click What's on your mind?. Click Friends. Click Public.""]"
wikilingua_crosslingual-train-2563459,wikilingua_crosslingual-train-2563459,en,fr,"If prompted, enter your username and password and click Log in.  This button is in the lower right of the new post window. When you finish the post, it will be viewable by anyone, whether they friends with your or not.",Ouvrez Facebook dans votre navigateur. Cliquez sur Exprimez-vous. Cliquez sur Amis. Cliquez sur Public.,['Ouvrez Facebook dans votre navigateur. Cliquez sur Exprimez-vous. Cliquez sur Amis. Cliquez sur Public.']
